number_of_items,total_price,total_freight,number_of_payments,total_payment_value,purchase_hour,purchase_weekday,purchase_month,estimated_delivery_days,customer_state,distance_km
1.0,32.9,15.1,1.0,48.0,17,Friday,2017-11,40.284733796296294,SP,481.4199392060601
1.0,16.99,15.79,1.0,32.78,17,Friday,2017-11,27.283692129629628,BA,1460.2957539000208
1.0,83.3,21.07,1.0,104.37,17,Friday,2017-11,26.283530092592592,SP,420.8563713458445
2.0,65.98,25.38,1.0,91.36,17,Friday,2017-11,20.283530092592592,SP,187.7570895879113
1.0,119.9,18.12,1.0,138.02,17,Friday,2017-11,24.28267361111111,CE,2357.3499200505953
1.0,84.99,15.35,1.0,100.34,17,Friday,2017-11,23.281574074074076,DF,884.1574785222936
1.0,49.0,15.1,1.0,64.1,17,Friday,2017-11,20.28002314814815,MG,305.42004612962063
2.0,58.0,23.7,1.0,81.7,17,Friday,2017-11,19.27872685185185,SP,59.157333904143655
1.0,24.0,7.78,1.0,31.78,17,Friday,2017-11,13.278229166666666,SP,27.442316081023435
1.0,69.0,15.23,1.0,84.23,17,Friday,2017-11,20.27818287037037,MG,433.7193737584705
1.0,379.95,18.91,1.0,398.86,17,Friday,2017-11,27.27747685185185,RS,832.8852914862834
1.0,79.9,12.06,1.0,91.96,17,Friday,2017-11,19.27611111111111,SP,261.17811368282236
1.0,89.9,16.26,1.0,106.16,17,Friday,2017-11,19.275300925925926,SP,249.88315877472598
1.0,29.9,16.6,1.0,46.5,17,Friday,2017-11,19.274212962962963,MG,493.7394028291128
2.0,168.9,34.18,1.0,203.08,17,Friday,2017-11,26.273900462962963,RJ,482.61192040539476
1.0,299.9,10.91,1.0,310.81,17,Friday,2017-11,13.273333333333333,SP,20.661044626818825
1.0,29.5,17.6,1.0,47.1,17,Friday,2017-11,24.272372685185186,MG,592.3919602822834
1.0,21.49,13.5,1.0,34.99,17,Friday,2017-11,20.271944444444443,SC,171.05974749841278
1.0,209.0,41.85,1.0,250.85,17,Friday,2017-11,24.27037037037037,RJ,660.7846482017477
1.0,27.9,14.1,1.0,42.0,17,Friday,2017-11,27.26971064814815,SP,485.2572434222525
1.0,163.99,21.64,1.0,185.63,17,Friday,2017-11,23.26965277777778,MG,548.6308666103901
1.0,389.0,29.04,1.0,418.04,17,Friday,2017-11,24.26761574074074,MS,1262.0042614851543
1.0,170.0,24.06,1.0,194.06,17,Friday,2017-11,32.26549768518519,BA,1408.3266737577103
2.0,69.8,32.22,1.0,102.02,17,Friday,2017-11,26.26462962962963,PR,401.556351739757
1.0,49.0,13.37,1.0,62.37,17,Friday,2017-11,19.263194444444444,SP,413.6392350906695
1.0,128.99,21.29,1.0,150.28,17,Friday,2017-11,20.262569444444445,RJ,589.7144529815439
1.0,139.99,32.01,1.0,172.0,17,Friday,2017-11,19.262569444444445,SP,421.188198015606
1.0,84.99,27.13,1.0,112.12,17,Friday,2017-11,33.26128472222222,PE,1459.0745299812531
1.0,99.9,17.95,1.0,117.85,17,Friday,2017-11,20.259328703703705,RJ,581.1911239622434
1.0,170.0,21.68,1.0,191.68,17,Friday,2017-11,24.25872685185185,ES,833.1926251747985
1.0,56.99,8.72,2.0,65.71,17,Friday,2017-11,18.256539351851853,SP,41.77911321113926
1.0,199.9,15.15,1.0,215.05,17,Friday,2017-11,27.255416666666665,RS,888.9665283827736
1.0,45.9,11.85,1.0,57.75,17,Friday,2017-11,19.254953703703702,SP,301.17975870662
1.0,195.2,86.53,1.0,281.73,17,Friday,2017-11,26.253761574074073,MG,312.78289663958117
1.0,299.0,31.62,1.0,330.62,17,Friday,2017-11,34.253310185185185,SE,2070.1453729549507
1.0,153.0,18.32,1.0,171.32,17,Friday,2017-11,26.252974537037037,PR,245.01296389973083
1.0,73.35,35.83,1.0,109.18,17,Friday,2017-11,31.252430555555556,MA,1917.7065689654144
1.0,299.9,33.19,1.0,333.09,17,Friday,2017-11,20.25212962962963,RS,449.9666568350001
1.0,99.0,16.94,1.0,115.94,17,Friday,2017-11,20.25141203703704,SP,336.9661924769701
3.0,97.98,45.29,1.0,143.27,17,Friday,2017-11,23.250810185185184,RJ,607.8399831765656
2.0,65.98,25.38,1.0,91.36,18,Friday,2017-11,20.248078703703705,SP,69.78061028052802
1.0,239.0,20.91,1.0,259.91,18,Friday,2017-11,31.24787037037037,BA,1079.548464872424
1.0,56.99,8.72,1.0,65.71,18,Friday,2017-11,18.24709490740741,SP,12.309543334638189
1.0,129.9,14.66,1.0,144.56,18,Friday,2017-11,20.24693287037037,SP,472.0469919495127
1.0,25.9,14.1,1.0,40.0,18,Friday,2017-11,19.245925925925928,RJ,386.19435281024937
1.0,89.99,22.95,1.0,112.94,18,Friday,2017-11,32.24585648148148,PB,2217.3817571482964
1.0,99.0,13.71,1.0,112.71,18,Friday,2017-11,19.24502314814815,SP,146.33313589956543
1.0,99.9,17.95,1.0,117.85,18,Friday,2017-11,25.244641203703704,GO,759.8056574998184
1.0,89.9,16.39,1.0,106.29,18,Friday,2017-11,31.244409722222223,SP,866.8660324545776
1.0,14.9,14.1,1.0,29.0,18,Friday,2017-11,20.24420138888889,ES,757.3713159405186
2.0,71.98,35.84,1.0,107.82,18,Friday,2017-11,31.244027777777777,MT,1712.508913398881
1.0,21.9,25.63,1.0,47.53,18,Friday,2017-11,27.243564814814814,PE,1701.6129916599407
2.0,98.0,53.8,1.0,151.8,18,Friday,2017-11,34.24197916666667,SP,225.27592316764387
1.0,40.0,16.6,1.0,56.6,18,Friday,2017-11,26.240949074074074,RS,544.0716663122988
1.0,179.0,57.92,1.0,236.92,18,Friday,2017-11,31.239965277777777,PR,475.32373685715925
1.0,140.0,22.85,1.0,162.85,18,Friday,2017-11,23.23949074074074,RJ,669.4798216461778
1.0,115.0,21.3,1.0,136.3,18,Friday,2017-11,24.238576388888887,MG,446.96599360050686
1.0,49.0,17.6,1.0,66.6,18,Friday,2017-11,25.238275462962964,PR,475.0414335727387
1.0,49.0,13.44,1.0,62.44,18,Friday,2017-11,19.238252314814815,SP,420.75520761937474
1.0,79.9,17.81,1.0,97.71,18,Friday,2017-11,23.236608796296295,SP,827.754923360297
1.0,37.5,13.37,1.0,50.87,18,Friday,2017-11,19.236238425925926,SP,524.4984085856703
1.0,149.9,23.92,1.0,173.82,18,Friday,2017-11,31.234016203703703,MG,834.1276839617166
1.0,45.73,11.85,1.0,57.58,18,Friday,2017-11,23.233877314814816,SP,303.0516006449491
1.0,246.62,20.27,1.0,266.89,18,Friday,2017-11,25.23244212962963,MG,977.0343411573509
1.0,599.9,17.08,1.0,616.98,18,Friday,2017-11,19.23034722222222,RJ,162.94849661960018
2.0,233.8,33.16,1.0,266.96,18,Friday,2017-11,23.229050925925925,RJ,579.875055203006
1.0,64.9,14.04,1.0,78.94,18,Friday,2017-11,19.22866898148148,RJ,89.37957465462937
1.0,129.99,20.15,1.0,150.14,18,Friday,2017-11,32.22826388888889,MT,1361.8296697015935
1.0,34.3,15.1,1.0,49.4,18,Friday,2017-11,31.22806712962963,RS,935.9527345621547
1.0,79.0,17.8,1.0,96.8,18,Friday,2017-11,24.226493055555554,MG,493.36137476800644
1.0,415.37,15.25,1.0,430.62,18,Friday,2017-11,26.225324074074074,SP,289.72424939332996
1.0,299.0,15.82,1.0,314.82,18,Friday,2017-11,24.224502314814814,PR,307.82627214980556
1.0,89.99,35.95,1.0,125.94,18,Friday,2017-11,34.22436342592592,AL,1866.2176317720102
1.0,89.99,50.5,1.0,140.49,18,Friday,2017-11,25.22422453703704,BA,1191.2013220755875
3.0,99.99,46.31999999999999,1.0,146.3,18,Friday,2017-11,23.22164351851852,RJ,606.9309325850287
1.0,64.9,7.78,1.0,72.68,18,Friday,2017-11,25.22140046296296,SP,30.816075352204287
1.0,82.0,7.83,1.0,89.83,18,Friday,2017-11,13.221400462962963,SP,26.761908993386246
1.0,599.9,101.57,1.0,701.47,18,Friday,2017-11,23.220902777777777,RS,363.1085655188063
1.0,19.9,15.1,1.0,35.0,18,Friday,2017-11,19.220636574074074,SP,281.1467658605339
1.0,24.99,15.1,1.0,40.09,18,Friday,2017-11,27.215659722222224,PR,797.015209550755
1.0,299.99,10.91,1.0,310.9,18,Friday,2017-11,13.215497685185186,SP,21.42812738921909
1.0,32.0,14.1,1.0,46.1,18,Friday,2017-11,19.21528935185185,RJ,333.7808340542126
1.0,49.0,7.78,1.0,56.78,18,Friday,2017-11,13.215092592592592,SP,90.89005068748716
1.0,89.9,11.83,1.0,101.73,18,Friday,2017-11,13.21398148148148,SP,9.967951499853388
1.0,49.0,15.1,1.0,64.1,18,Friday,2017-11,26.211898148148148,SC,578.014103728207
2.0,158.0,27.14,1.0,185.14,18,Friday,2017-11,19.210625,SP,37.86921233259275
1.0,79.0,12.05,1.0,91.05,18,Friday,2017-11,19.209895833333334,SP,75.01694072567287
1.0,30.9,16.79,1.0,47.69,19,Friday,2017-11,24.207581018518518,SC,941.492618258964
1.0,69.0,15.23,1.0,84.23,19,Friday,2017-11,20.20707175925926,RJ,289.2466811755034
1.0,139.99,14.0,1.0,153.99,19,Friday,2017-11,19.206979166666667,SP,151.97193360231518
1.0,7.0,15.1,1.0,22.1,19,Friday,2017-11,24.206215277777776,RJ,298.89598122766694
1.0,67.9,8.72,2.0,76.62,19,Friday,2017-11,13.205960648148148,SP,824.3882420452219
1.0,188.0,17.76,1.0,205.76,19,Friday,2017-11,31.205289351851853,MT,1312.7051049000295
1.0,24.5,11.85,1.0,36.35,19,Friday,2017-11,19.204837962962962,SP,572.1409353398491
1.0,59.99,9.34,1.0,69.33,19,Friday,2017-11,16.204456018518517,SP,41.084259718128045
1.0,399.9,26.36,1.0,426.26,19,Friday,2017-11,13.203090277777777,MG,16.218912563894737
1.0,59.0,8.27,1.0,67.27,19,Friday,2017-11,13.202650462962962,MG,5.325580023220012
1.0,739.9,44.17,1.0,784.07,19,Friday,2017-11,26.202060185185186,ES,1134.6210945342993
1.0,299.0,18.34,1.0,317.34,19,Friday,2017-11,32.20008101851852,SP,399.2062517800877
1.0,230.0,14.63,1.0,244.63,19,Friday,2017-11,19.19957175925926,SP,356.48805533683867
1.0,29.9,8.11,1.0,38.01,19,Friday,2017-11,13.198541666666667,SP,138.1752472195693
1.0,99.99,17.95,1.0,117.94,19,Friday,2017-11,26.197743055555556,ES,322.8123192734524
1.0,35.0,15.1,1.0,50.1,19,Friday,2017-11,23.19519675925926,ES,889.9517909562854
1.0,31.5,14.1,1.0,45.6,19,Friday,2017-11,20.195173611111112,DF,890.7484297371865
1.0,99.0,13.71,1.0,112.71,19,Friday,2017-11,19.194930555555555,SP,309.81103858190795
2.0,47.6,23.7,2.0,71.3,19,Friday,2017-11,19.19329861111111,SP,432.79216019636675
2.0,179.8,39.0,1.0,218.8,19,Friday,2017-11,24.19320601851852,MG,429.4707777218985
1.0,116.9,13.16,1.0,130.06,19,Friday,2017-11,19.191203703703703,SP,211.09818661509476
3.0,147.0,58.9,1.0,205.9,19,Friday,2017-11,31.190601851851852,BA,1437.5707900787802
1.0,368.9,27.42,1.0,396.32,19,Friday,2017-11,26.18923611111111,SC,467.56167417135396
1.0,155.0,17.53,1.0,172.53,19,Friday,2017-11,31.18863425925926,BA,1084.878870850919
1.0,61.0,13.45,1.0,74.45,19,Friday,2017-11,19.188564814814814,SP,178.25475242698488
1.0,89.99,12.97,1.0,102.96,19,Friday,2017-11,23.1878125,SP,65.66876843696292
1.0,99.0,27.01,1.0,126.01,19,Friday,2017-11,26.18778935185185,SP,368.9057017336842
1.0,69.0,18.72,1.0,87.72,19,Friday,2017-11,20.187627314814815,SP,878.7196590417715
1.0,288.92,16.77,1.0,305.69,19,Friday,2017-11,24.18746527777778,SC,718.7245731124756
2.0,75.8,15.56,1.0,91.36,19,Friday,2017-11,13.18707175925926,SP,139.02579828398007
1.0,49.95,15.1,1.0,65.05,19,Friday,2017-11,27.186435185185186,MG,729.3180342266469
1.0,15.9,14.1,1.0,30.0,19,Friday,2017-11,32.18530092592592,SP,489.8014684762922
1.0,299.0,20.33,1.0,319.33,19,Friday,2017-11,27.18482638888889,MG,825.6915287854719
1.0,199.0,17.64,1.0,216.64,19,Friday,2017-11,39.18476851851852,SP,855.5990604937359
1.0,99.99,16.95,1.0,116.94,19,Friday,2017-11,20.18434027777778,MG,343.23417715276264
1.0,79.99,28.96,1.0,108.95,19,Friday,2017-11,33.184074074074076,PE,2093.5263346596685
1.0,59.0,15.16,1.0,74.16,19,Friday,2017-11,26.181539351851853,SP,577.5772176416558
1.0,19.99,7.78,1.0,27.77,19,Friday,2017-11,13.180752314814814,SP,56.28874772262392
1.0,59.99,15.17,2.0,75.16,19,Friday,2017-11,24.180474537037036,PR,397.61312110544884
1.0,23.99,11.73,1.0,35.72,19,Friday,2017-11,13.179537037037036,SP,85.18054894965756
1.0,99.99,38.25,1.0,138.24,19,Friday,2017-11,31.178391203703704,CE,2046.3209509297824
1.0,129.9,38.46,1.0,168.36,19,Friday,2017-11,27.17736111111111,ES,1874.3472370074278
1.0,36.9,17.6,1.0,54.5,19,Friday,2017-11,24.17681712962963,MG,805.0301178776238
2.0,179.98,27.3,1.0,207.28,19,Friday,2017-11,23.176331018518518,SP,129.73685521734083
1.0,13.65,17.63,1.0,31.28,19,Friday,2017-11,32.175439814814816,PA,2474.0282249729407
2.0,68.98,33.58,1.0,102.56,19,Friday,2017-11,25.17502314814815,BA,1285.2219450210432
1.0,59.99,12.76,1.0,72.75,19,Friday,2017-11,19.17337962962963,SP,309.8746655011343
2.0,98.0,35.28,1.0,133.28,19,Friday,2017-11,24.173368055555557,PR,518.5989728907649
1.0,250.0,98.02,1.0,348.02,19,Friday,2017-11,20.172650462962963,DF,871.5840605366392
1.0,21.6,15.1,1.0,36.7,19,Friday,2017-11,24.172280092592594,MG,504.0979583711142
1.0,387.2,38.81,1.0,426.01,19,Friday,2017-11,23.172002314814815,SP,10.318376057770113
1.0,190.83,16.09,1.0,206.92,19,Friday,2017-11,24.171666666666667,RJ,533.3971517602165
2.0,42.3,23.46,1.0,65.76,19,Friday,2017-11,13.171319444444444,SP,10.247230758054862
1.0,89.9,16.26,1.0,106.16,19,Friday,2017-11,19.170243055555556,SP,300.00381589962956
1.0,299.99,17.86,1.0,317.85,19,Friday,2017-11,24.170208333333335,MG,320.9790006838395
1.0,131.35,13.94,1.0,145.29,19,Friday,2017-11,19.170069444444444,SP,339.6974431154619
1.0,83.36,16.34,1.0,99.7,19,Friday,2017-11,26.169270833333332,MG,322.821193432387
1.0,59.99,15.17,1.0,75.16,19,Friday,2017-11,27.168136574074072,SP,729.5939936027861
3.0,98.97,39.24,1.0,138.21,19,Friday,2017-11,16.16787037037037,SP,16.542736218640023
1.0,55.91,15.14,1.0,71.05,19,Friday,2017-11,20.167673611111113,MG,573.2311314402181
1.0,33.6,29.39,1.0,62.99,20,Friday,2017-11,25.164780092592594,ES,800.1182608963567
1.0,60.6,17.67,1.0,78.27,20,Friday,2017-11,20.164560185185184,RJ,694.223021336434
1.0,170.0,21.68,1.0,191.68,20,Friday,2017-11,25.162604166666668,DF,595.909465591095
3.0,98.97,53.75,1.0,152.72,20,Friday,2017-11,26.162453703703704,BA,1254.8303024829777
1.0,49.39,12.69,1.0,62.08,20,Friday,2017-11,19.16181712962963,SP,404.98890463716145
1.0,69.99,14.24,1.0,84.23,20,Friday,2017-11,20.158935185185186,MG,342.9229744965326
1.0,49.0,13.44,1.0,62.44,20,Friday,2017-11,19.158599537037038,SP,434.1836034966911
1.0,129.9,38.46,1.0,168.36,20,Friday,2017-11,31.15630787037037,MG,1476.7541300858195
1.0,89.9,18.2,1.0,108.1,20,Friday,2017-11,26.156261574074072,PR,1070.6076673738858
1.0,127.0,26.17,1.0,153.17,20,Friday,2017-11,26.155636574074073,CE,2324.9218008522967
1.0,118.91,15.58,1.0,134.49,20,Friday,2017-11,23.155590277777776,ES,779.4810945326254
1.0,325.0,17.02,1.0,342.02,20,Friday,2017-11,20.155046296296295,MG,513.9087879357885
1.0,335.9,16.86,1.0,352.76,20,Friday,2017-11,13.154652777777779,SP,54.70675726862324
2.0,349.79999999999995,34.78,1.0,384.58,20,Friday,2017-11,19.154351851851853,SP,308.5921971658694
1.0,89.99,26.25,1.0,116.24,20,Friday,2017-11,19.153449074074075,MG,230.97809960497793
1.0,69.0,16.73,1.0,85.73,20,Friday,2017-11,24.152928240740742,MG,622.2702368780477
1.0,69.9,17.74,1.0,87.64,20,Friday,2017-11,24.152858796296297,SC,689.7790203113643
1.0,79.99,45.02,1.0,125.01,20,Friday,2017-11,20.152453703703703,DF,326.9280685283787
1.0,99.99,11.9,1.0,111.89,20,Friday,2017-11,13.152256944444444,SP,95.27728982141636
2.0,59.98,30.2,1.0,90.18,20,Friday,2017-11,23.151284722222222,RJ,603.7868062601149
3.0,86.85,50.07,1.0,136.92,20,Friday,2017-11,20.150462962962962,MG,514.2710243354494
1.0,69.0,13.08,1.0,82.08,20,Friday,2017-11,13.149861111111111,SP,79.36112774833121
1.0,49.0,17.67,1.0,66.67,20,Friday,2017-11,24.149375,MG,534.93800666015
1.0,45.0,7.78,1.0,52.78,20,Friday,2017-11,13.14886574074074,SP,32.550565191289884
1.0,34.9,7.78,1.0,42.68,20,Friday,2017-11,13.148819444444445,SP,6.850703734334005
1.0,29.99,7.78,1.0,37.77,20,Friday,2017-11,13.14826388888889,SP,87.4740248508658
1.0,47.9,15.1,1.0,63.0,20,Friday,2017-11,24.148229166666667,RJ,427.9390986731794
1.0,9.4,34.15,1.0,43.55,20,Friday,2017-11,32.148159722222225,BA,1640.0018411629533
1.0,159.9,14.71,1.0,174.61,20,Friday,2017-11,24.147291666666668,MG,87.5899515133475
1.0,79.9,16.81,1.0,96.71,20,Friday,2017-11,19.147256944444443,RJ,319.65335193550976
1.0,130.9,15.67,1.0,146.57,20,Friday,2017-11,23.146909722222222,GO,626.1955400471136
1.0,129.9,38.46,1.0,168.36,20,Friday,2017-11,26.14662037037037,SP,1625.2827015598245
1.0,89.9,21.12,1.0,111.02,20,Friday,2017-11,20.14528935185185,RJ,585.3362372773295
1.0,64.99,11.73,1.0,76.72,20,Friday,2017-11,13.144768518518518,SP,88.43824702335347
1.0,65.99,9.34,1.0,75.33,20,Friday,2017-11,13.143738425925926,SP,24.160601324610056
1.0,69.99,9.34,1.0,79.33,20,Friday,2017-11,20.143726851851852,SP,92.19447282883652
1.0,137.8,25.8,1.0,163.6,20,Friday,2017-11,23.142199074074075,RS,680.9717012104747
2.0,159.8,27.16,1.0,186.96,20,Friday,2017-11,34.14219907407407,SP,215.61045365064075
1.0,79.0,17.8,1.0,96.8,20,Friday,2017-11,25.142152777777778,RJ,377.1582779889059
1.0,35.9,16.6,1.0,52.5,20,Friday,2017-11,20.14201388888889,DF,874.9757576883768
1.0,19.9,9.34,1.0,29.24,20,Friday,2017-11,13.141458333333333,SP,17.355099940949042
1.0,56.99,9.34,1.0,66.33,20,Friday,2017-11,13.141238425925925,SP,11.576631207308926
1.0,29.0,14.1,1.0,43.1,20,Friday,2017-11,20.14090277777778,RJ,393.1809777828649
1.0,107.0,13.77,1.0,120.77,20,Friday,2017-11,20.13957175925926,SP,38.87729942137326
1.0,229.9,48.53,1.0,278.43,20,Friday,2017-11,24.139479166666668,DF,1088.5877494393217
1.0,79.0,11.76,1.0,90.76,20,Friday,2017-11,13.138715277777777,SP,16.041419938414037
1.0,82.9,14.31,1.0,97.21,20,Friday,2017-11,19.138402777777777,MG,453.2583696051943
1.0,129.9,18.16,2.0,148.06,20,Friday,2017-11,25.138368055555556,MG,797.530164723978
1.0,139.9,23.78,1.0,163.68,20,Friday,2017-11,20.13810185185185,SP,340.6563975839528
2.0,59.98,28.16,1.0,88.14,20,Friday,2017-11,32.137002314814815,SP,122.89552724796822
1.0,56.99,11.9,1.0,68.89,20,Friday,2017-11,20.135925925925925,SP,317.33257029646563
1.0,29.0,15.1,1.0,44.1,20,Friday,2017-11,24.135347222222222,MG,317.8645232031985
1.0,79.9,23.43,1.0,103.33,20,Friday,2017-11,26.13400462962963,RJ,655.5414730748794
1.0,185.99,16.06,1.0,202.05,20,Friday,2017-11,20.132997685185185,ES,777.8554934681999
1.0,25.9,14.1,1.0,40.0,20,Friday,2017-11,19.131527777777777,RJ,340.21899839515333
1.0,64.9,9.27,1.0,74.17,20,Friday,2017-11,13.131481481481481,SP,44.581456931900846
1.0,99.99,16.95,1.0,116.94,20,Friday,2017-11,19.131354166666668,SP,349.70373554547626
1.0,19.74,21.15,1.0,40.89,20,Friday,2017-11,31.128368055555555,RN,2305.1870208406917
1.0,159.0,15.86,1.0,174.86,20,Friday,2017-11,24.12677083333333,PR,414.7808032856923
1.0,41.9,14.1,1.0,56.0,20,Friday,2017-11,23.12599537037037,GO,821.7344990260277
1.0,6.0,16.79,1.0,22.79,20,Friday,2017-11,27.125706018518517,BA,1497.894374812229
2.0,78.0,28.2,1.0,106.2,20,Friday,2017-11,20.125173611111112,MG,502.26272524414173
1.0,18.9,15.1,1.0,34.0,20,Friday,2017-11,23.125046296296297,SC,444.58292303245355
1.0,27.99,15.79,1.0,43.78,21,Friday,2017-11,24.124548611111113,BA,1461.7157673140014
1.0,395.65,17.52,1.0,413.17,21,Friday,2017-11,24.122881944444444,MG,593.1440189800544
1.0,79.0,16.31,1.0,95.31,21,Friday,2017-11,26.122245370370372,SC,591.0462870402955
1.0,21.99,15.1,1.0,37.09,21,Friday,2017-11,32.121944444444445,RS,764.8266925666207
1.0,68.0,13.5,1.0,81.5,21,Friday,2017-11,19.12175925925926,SP,309.74609611026
1.0,299.0,16.84,1.0,315.84,21,Friday,2017-11,31.121747685185184,RS,908.5699731078557
1.0,99.0,17.94,1.0,116.94,21,Friday,2017-11,32.1209375,RS,779.80186924632
1.0,40.0,12.23,1.0,52.23,21,Friday,2017-11,19.1209375,PR,3.4485255911348496
1.0,116.9,16.58,1.0,133.48,21,Friday,2017-11,25.12013888888889,MG,321.43073443518574
1.0,19.9,16.79,1.0,36.69,21,Friday,2017-11,31.119918981481483,MT,1574.1754703978995
2.0,115.98,28.42,1.0,144.4,21,Friday,2017-11,26.119282407407407,SC,498.12311734421684
1.0,187.43,17.75,1.0,205.18,21,Friday,2017-11,27.118784722222223,BA,1278.2246419927037
1.0,93.9,37.8,1.0,131.7,21,Friday,2017-11,32.11805555555556,CE,1965.8093449170717
1.0,69.0,18.72,1.0,87.72,21,Friday,2017-11,20.11696759259259,SP,864.0927865260356
4.0,303.6,57.12,1.0,360.72,21,Friday,2017-11,23.115671296296295,PR,349.265690507893
2.0,99.8,32.22,1.0,132.02,21,Friday,2017-11,24.115671296296295,PR,299.237502929439
1.0,68.99,7.78,1.0,80.31,21,Friday,2017-11,17.115532407407407,SP,37.92313552317748
1.0,49.0,17.64,1.0,66.64,21,Friday,2017-11,20.11546296296296,RJ,669.6161598249225
1.0,49.0,13.41,1.0,62.41,21,Friday,2017-11,19.114050925925927,SP,414.52784967380654
1.0,69.9,16.25,1.0,86.15,21,Friday,2017-11,23.11346064814815,SP,790.5468494827771
1.0,66.9,17.72,1.0,84.62,21,Friday,2017-11,23.113032407407406,PR,294.9339772296589
1.0,99.9,13.72,1.0,113.62,21,Friday,2017-11,38.11234953703703,SP,581.9881534188122
1.0,57.52,16.84,1.0,74.36,21,Friday,2017-11,31.111875,RJ,896.2834213787385
1.0,79.0,12.68,1.0,91.68,21,Friday,2017-11,20.11125,PR,430.6560816673139
1.0,39.5,16.79,1.0,56.29,21,Friday,2017-11,27.111215277777777,BA,1240.4625551970576
1.0,27.99,13.08,1.0,41.07,21,Friday,2017-11,13.110532407407407,SP,6.9348216964466545
1.0,99.99,20.19,1.0,120.18,21,Friday,2017-11,23.110393518518517,ES,415.61243592888445
1.0,31.9,34.15,1.0,66.05,21,Friday,2017-11,25.109375,PI,2023.1032442756152
1.0,79.9,16.32,1.0,96.22,21,Friday,2017-11,26.108935185185185,SP,253.52849757966948
1.0,35.9,7.78,1.0,43.68,21,Friday,2017-11,13.108587962962963,SP,13.494774087864654
1.0,45.0,16.11,1.0,61.11,21,Friday,2017-11,26.107997685185186,PR,596.5162719693664
1.0,14.9,9.27,1.0,24.17,21,Friday,2017-11,13.106597222222222,SP,35.76029041047394
1.0,49.0,13.44,1.0,62.44,21,Friday,2017-11,19.10599537037037,SP,432.9588556550607
1.0,144.99,17.26,1.0,162.25,21,Friday,2017-11,20.105763888888887,PR,352.1396816916722
1.0,339.0,17.12,1.0,356.12,21,Friday,2017-11,26.105694444444445,SP,635.3983850215241
1.0,149.0,30.08,1.0,179.08,21,Friday,2017-11,32.105185185185185,MG,944.7699910894397
1.0,148.9,23.91,1.0,172.81,21,Friday,2017-11,26.102870370370372,RJ,673.2963568342884
1.0,19.9,14.1,1.0,34.0,21,Friday,2017-11,19.10278935185185,RJ,332.0173141920977
1.0,35.0,7.78,1.0,42.78,21,Friday,2017-11,13.102534722222222,SP,21.07491780546821
1.0,69.9,16.93,1.0,86.83,21,Friday,2017-11,32.10200231481482,RJ,921.5088260600893
1.0,71.0,13.52,1.0,84.52,21,Friday,2017-11,23.10184027777778,MG,111.05989220162502
1.0,339.9,18.14,1.0,358.04,21,Friday,2017-11,20.101747685185185,SP,368.5267607818457
2.0,65.98,18.68,1.0,84.66,21,Friday,2017-11,16.101608796296297,SP,23.004965032635923
1.0,184.99,16.05,1.0,201.04,21,Friday,2017-11,20.100162037037038,MG,486.7088517231749
1.0,14.9,21.15,1.0,36.05,21,Friday,2017-11,26.09986111111111,AL,1927.0262922232514
1.0,99.0,15.45,1.0,114.45,21,Friday,2017-11,26.099780092592592,RS,841.5708392877441
1.0,49.0,17.64,1.0,66.64,21,Friday,2017-11,32.09965277777778,RS,994.4709700791872
1.0,180.0,16.01,1.0,196.01,21,Friday,2017-11,27.09922453703704,MG,565.8518809794134
1.0,15.99,11.85,1.0,27.84,21,Friday,2017-11,23.098993055555557,MG,156.3235008591357
4.0,559.6,190.04,1.0,749.64,21,Friday,2017-11,32.098125,AL,2197.554155021254
1.0,139.0,12.18,1.0,151.18,21,Friday,2017-11,13.097465277777777,SP,36.283796965418944
1.0,159.9,28.5,1.0,188.4,21,Friday,2017-11,26.096064814814813,MG,981.7825718991685
2.0,138.2,34.47,1.0,172.67,21,Friday,2017-11,24.095347222222223,SP,375.72207522020085
1.0,129.9,18.16,1.0,148.06,21,Friday,2017-11,23.09466435185185,SP,697.4286156730986
1.0,144.9,14.13,1.0,159.03,21,Friday,2017-11,13.094583333333333,SP,191.57383528098637
1.0,49.95,12.69,1.0,62.64,21,Friday,2017-11,24.094490740740742,SP,369.4745723930874
2.0,98.0,35.34,1.0,133.34,21,Friday,2017-11,32.094375,RS,1121.7369465025672
1.0,599.0,17.94,1.0,616.94,21,Friday,2017-11,25.094363425925927,RJ,425.09593443201175
1.0,226.0,19.82,1.0,245.82,21,Friday,2017-11,26.093842592592594,MG,826.2487432219293
1.0,16.99,7.78,1.0,24.77,21,Friday,2017-11,13.093599537037036,SP,74.12165303662255
1.0,99.9,17.95,1.0,117.85,21,Friday,2017-11,26.091296296296296,SP,595.3926438156764
1.0,59.9,9.34,1.0,69.24,21,Friday,2017-11,13.090914351851852,SP,24.941129685891504
1.0,49.0,28.82,1.0,77.82,21,Friday,2017-11,32.09090277777778,CE,1851.8420842519724
1.0,129.0,26.1,1.0,155.1,21,Friday,2017-11,34.089872685185185,PE,2023.1937006353608
1.0,79.0,16.18,1.0,95.18,21,Friday,2017-11,19.08934027777778,SP,41.52019503825187
1.0,79.0,13.57,1.0,92.57,21,Friday,2017-11,19.088194444444444,SP,21.418787875641197
1.0,129.9,20.15,1.0,150.05,21,Friday,2017-11,27.087800925925926,GO,862.7710194840565
